,cv_avg,cv_public_LB,cv_private_LB,score_public_LB,rank_public_LB,score_private_LB,rank_private_LB
0,0.06886017994058323,0.0686196921947677,0.06702649956246556,0.0653607,3257,0.0763265,2839
