trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
87,False,"{'a': 0.3, 'e': 0.17552040061699686}",35,9,31.146229137792346,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.3, 'e': 0.17204486382305054}",30,0,5.680963968703965,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
89,False,"{'a': 0.3, 'e': 0.1686381472685955}",25,15,8.699590706411877,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.3, 'e': 0.16529888822158653}",20,0,12.656904496837186,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
91,False,"{'a': 0.3, 'e': 0.16202575093388075}",20,12,16.039223195345265,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.3, 'e': 0.15881742610692068}",25,14,23.002516622080233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.3, 'e': 0.1556726303679973}",30,19,18.313939601980522,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.3, 'e': 0.15259010575688386}",30,15,9.464933157181505,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.3, 'e': 0.14956861922263504}",20,0,29.566427603511755,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
96,False,"{'a': 0.3, 'e': 0.14660696213035015}",25,14,21.79986017153559,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.3, 'e': 0.14370394977770293}",25,0,37.8994605512614,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
98,False,"{'a': 0.3, 'e': 0.140858420921045}",20,0,20.77596785836734,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
99,False,"{'a': 0.3, 'e': 0.13806923731089282}",35,18,-22.78595862868933,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
100,False,"{'a': 0.3, 'e': 0.1353352832366127}",25,0,17.030680178927724,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
101,False,"{'a': 0.3, 'e': 0.13265546508012172}",30,20,2.5388928527471997,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.3, 'e': 0.1300287108784259}",20,15,-3.3911439648332222,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.3, 'e': 0.12745396989482075}",25,0,24.511766546789644,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
104,False,"{'a': 0.3, 'e': 0.12493021219858241}",20,8,-19.502398574237873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
105,False,"{'a': 0.3, 'e': 0.1224564282529819}",20,10,19.888519798522665,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.3, 'e': 0.12003162851145673}",20,10,19.020535632957447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.3, 'e': 0.11765484302177918}",20,0,13.734181229670309,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.3, 'e': 0.11532512103806251}",25,13,21.444898700012885,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.3, 'e': 0.11304153064044985}",25,13,8.73653941700278,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
110,False,"{'a': 0.3, 'e': 0.11080315836233387}",20,9,4.834433027166715,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
111,False,"{'a': 0.3, 'e': 0.10860910882495796}",25,11,19.98670062083318,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.3, 'e': 0.1064585043792528}",25,7,32.49330373644066,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.3, 'e': 0.104350484754765}",30,16,-18.654310414981335,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.3, 'e': 0.10228420671553744}",35,18,31.630574567246715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.3, 'e': 0.1002588437228037}",35,24,8.825010254182898,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.3, 'e': 0.09827358560436154}",30,8,21.351366761361426,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.3, 'e': 0.09632763823049303}",35,23,23.007310216853213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.3, 'e': 0.09442022319630235}",20,12,13.422122025872513,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.3, 'e': 0.09255057751034329}",20,2,18.524076122212346,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.3, 'e': 0.09071795328941251}",25,11,-15.000449315130785,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
121,False,"{'a': 0.3, 'e': 0.08892161745938634}",25,11,27.691232169336473,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.3, 'e': 0.0871608514619813}",30,8,-1.5966538065927665,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
123,False,"{'a': 0.3, 'e': 0.08543495096732123}",25,0,38.188109807372,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.3, 'e': 0.08374322559219596}",20,9,-3.388507728047982,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
125,False,"{'a': 0.3, 'e': 0.0820849986238988}",30,21,9.096737555249629,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.3, 'e': 0.08045960674953244}",25,15,21.181416627009945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.3, 'e': 0.07886639979067495}",20,0,30.465930771189,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
128,False,"{'a': 0.3, 'e': 0.07730474044329974}",20,10,13.72832024527957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.3, 'e': 0.07577400402284548}",20,15,11.850248745681524,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.3, 'e': 0.07427357821433388}",30,0,41.07348383696565,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
131,False,"{'a': 0.3, 'e': 0.07280286282743559}",25,0,37.62712802629217,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
132,False,"{'a': 0.3, 'e': 0.07136126955638605}",30,19,20.794739470770526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.3, 'e': 0.06994822174465536}",20,11,3.0207769398473188,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.3, 'e': 0.06856315415427791}",20,6,-18.64639883326634,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
135,False,"{'a': 0.3, 'e': 0.06720551273974976}",25,16,15.916654452322486,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.3, 'e': 0.06587475442640295}",20,16,9.286308586353048,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.3, 'e': 0.06457034689316847}",35,20,26.62448668125673,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.3, 'e': 0.0632917683596407}",30,17,17.63311039723791,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.3, 'e': 0.06203850737735829}",20,2,20.664166974942475,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
140,False,"{'a': 0.3, 'e': 0.06081006262521795}",20,15,-3.914367913624744,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.3, 'e': 0.05960594270893937}",30,19,22.50433066885428,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.3, 'e': 0.05842566596450083}",20,8,-18.95864433353195,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
143,False,"{'a': 0.3, 'e': 0.05726876026546736}",35,19,32.43611073443198,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.3, 'e': 0.056134762834133725}",35,0,27.30815748602725,"{0: 33, 1: 0, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.3, 'e': 0.05502322005640723}",25,10,24.761125667632793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.3, 'e': 0.05393368730035602}",30,21,-16.57713120565727,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
147,False,"{'a': 0.3, 'e': 0.05286572873835037}",20,0,28.878808824337415,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
148,False,"{'a': 0.3, 'e': 0.05181891717272583}",20,3,17.679463876942204,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.3, 'e': 0.0507928338648985}",20,8,10.213394303815015,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.3, 'e': 0.049787068367863944}",20,12,12.569254355786345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.3, 'e': 0.04880121836201296}",25,5,20.636660812557334,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.3, 'e': 0.04783488949419837}",20,7,26.22711494535716,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.3, 'e': 0.046887695219988486}",25,8,33.260776031586744,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.3, 'e': 0.045959256649044204}",25,9,25.37626105667386,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.3, 'e': 0.0450492023935578}",25,9,16.46262765268021,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.3, 'e': 0.04415716841969286}",20,3,26.45099516295301,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.3, 'e': 0.043282797901965896}",20,6,28.603490157775084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.3, 'e': 0.042425741080511385}",25,10,25.105488143090138,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.3, 'e': 0.04158565512117316}",25,8,30.115215666161337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.3, 'e': 0.04076220397836621}",30,10,35.92670669618186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.3, 'e': 0.039955058260653896}",30,8,18.563613316733832,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
162,False,"{'a': 0.3, 'e': 0.039163895098987066}",25,20,9.140093465250025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.3, 'e': 0.038388398017552054}",20,0,29.22567793530503,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
164,False,"{'a': 0.3, 'e': 0.0376282568071762}",25,1,41.76897876170008,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.3, 'e': 0.036883167401239994}",20,15,8.865828007478814,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.3, 'e': 0.03615283175404641}",30,16,25.01878361381199,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.3, 'e': 0.03543695772159864}",35,20,-12.874014272862297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
168,False,"{'a': 0.3, 'e': 0.03473525894473856}",30,20,18.179959708355177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.3, 'e': 0.034047454734599344}",20,12,17.141519125926145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.3, 'e': 0.03337326996032608}",25,9,29.299017592109255,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.3, 'e': 0.03271243493901982}",25,0,24.08674028027001,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
172,False,"{'a': 0.3, 'e': 0.03206468532786077}",30,4,34.51693870667087,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.3, 'e': 0.03142976201836771}",35,23,20.673777592658485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.3, 'e': 0.030807411032751076}",30,8,40.31849063822486,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.3, 'e': 0.0301973834223185}",30,12,36.172461261406205,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.3, 'e': 0.029599435167892}",35,17,-10.467053267357876,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
177,False,"{'a': 0.3, 'e': 0.029013327082197053}",20,0,31.529452393120664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
178,False,"{'a': 0.3, 'e': 0.028438824714184505}",25,17,16.592601205450567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.3, 'e': 0.027875698255247015}",25,3,36.01299850824786,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.3, 'e': 0.02732372244729256}",20,14,11.2127024474011,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.3, 'e': 0.026782676492638175}",25,0,34.24696901064675,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.3, 'e': 0.02625234396568796}",20,12,15.772648791103805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
