trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1678,False,"{'a': 0.3, 'e': 0.08070134800035135}",25,17,15.463652465583586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.3, 'e': 0.08058038672198983}",25,12,29.344178458732838,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.3, 'e': 0.08045960674953244}",25,18,14.515048412562711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1681,False,"{'a': 0.3, 'e': 0.08033900781122416}",20,8,14.353639084261172,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1682,False,"{'a': 0.3, 'e': 0.08021858963571736}",30,14,30.184130887247253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.3, 'e': 0.08009835195207107}",25,13,22.409218066976038,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.3, 'e': 0.07997829448975048}",20,6,26.49829933621893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.3, 'e': 0.07985841697862626}",30,12,30.34580363709137,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.3, 'e': 0.0797387191489739}",20,12,11.258210931342042,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.3, 'e': 0.07961920073147326}",25,20,10.334477893095181,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.3, 'e': 0.07949986145720786}",25,12,19.9323189157734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.3, 'e': 0.07938070105766427}",25,11,29.40362914904711,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1690,False,"{'a': 0.3, 'e': 0.07926171926473155}",20,13,14.214933018896115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.3, 'e': 0.07914291581070063}",20,6,24.23314677137768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1692,False,"{'a': 0.3, 'e': 0.07902429042826366}",25,15,16.703062053718156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1693,False,"{'a': 0.3, 'e': 0.07890584285051352}",30,20,21.160901887513596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.3, 'e': 0.07878757281094306}",20,11,-25.659588901715956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1695,False,"{'a': 0.3, 'e': 0.07866948004344465}",25,19,1.8492090644309727,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1696,False,"{'a': 0.3, 'e': 0.07855156428230954}",25,9,30.655495475307706,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.3, 'e': 0.0784338252622272}",20,6,29.795050135053934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.3, 'e': 0.07831626271828479}",25,13,22.61164134818059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.3, 'e': 0.07819887638596652}",20,7,18.208539236989246,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1700,False,"{'a': 0.3, 'e': 0.07808166600115313}",20,12,16.778927395726477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.3, 'e': 0.07796463130012121}",20,15,10.307782021906025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.3, 'e': 0.07784777201954257}",35,17,35.036445797904925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.3, 'e': 0.07773108789648382}",25,7,35.97391433966337,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1704,False,"{'a': 0.3, 'e': 0.07761457866840563}",20,13,9.250671832882004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.3, 'e': 0.07749824407316218}",20,12,18.032949691075572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.3, 'e': 0.0773820838490006}",25,3,26.713340170353955,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.3, 'e': 0.07726609773456032}",25,6,24.13164502175036,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1708,False,"{'a': 0.3, 'e': 0.07715028546887258}",30,14,32.30858763253176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.3, 'e': 0.07703464679135964}",25,18,12.209398414621614,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1710,False,"{'a': 0.3, 'e': 0.0769191814418345}",25,19,13.104420250477409,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.3, 'e': 0.07680388916050004}",25,8,11.089707459454736,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1712,False,"{'a': 0.3, 'e': 0.0766887696879486}",30,20,18.940437746853636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1713,False,"{'a': 0.3, 'e': 0.07657382276516132}",20,16,9.405315649500258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.3, 'e': 0.07645904813350755}",25,13,-0.6165972453629749,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1715,False,"{'a': 0.3, 'e': 0.07634444553474434}",20,12,14.762294006680403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.3, 'e': 0.07623001471101583}",20,12,15.817890627790884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.3, 'e': 0.07611575540485255}",20,5,15.329959907779267,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1718,False,"{'a': 0.3, 'e': 0.07600166735917104}",20,12,15.124513357467725,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1719,False,"{'a': 0.3, 'e': 0.07588775031727314}",30,22,17.02355037610728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1720,False,"{'a': 0.3, 'e': 0.07577400402284548}",25,13,14.635135181118939,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1721,False,"{'a': 0.3, 'e': 0.07566042821995883}",35,22,4.109978877478316,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1722,False,"{'a': 0.3, 'e': 0.0755470226530676}",20,14,4.627164290954617,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1723,False,"{'a': 0.3, 'e': 0.0754337870670092}",25,13,25.85266990508972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1724,False,"{'a': 0.3, 'e': 0.07532072120700357}",20,12,14.590501242289195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1725,False,"{'a': 0.3, 'e': 0.0752078248186524}",30,18,20.17436710484706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1726,False,"{'a': 0.3, 'e': 0.0750950976479388}",20,3,26.91864824562274,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1727,False,"{'a': 0.3, 'e': 0.07498253944122658}",25,15,18.30305714869693,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1728,False,"{'a': 0.3, 'e': 0.07487014994525974}",25,6,33.98054167005717,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1729,False,"{'a': 0.3, 'e': 0.07475792890716187}",25,9,25.434105723747898,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1730,False,"{'a': 0.3, 'e': 0.07464587607443557}",30,9,-10.886516263881697,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1731,False,"{'a': 0.3, 'e': 0.07453399119496193}",25,12,23.96205818980539,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1732,False,"{'a': 0.3, 'e': 0.07442227401699995}",20,10,19.843561724173217,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1733,False,"{'a': 0.3, 'e': 0.07431072428918589}",25,7,29.934621617514576,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1734,False,"{'a': 0.3, 'e': 0.07419934176053282}",20,13,8.706212352625311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1735,False,"{'a': 0.3, 'e': 0.07408812618043001}",25,11,26.772849164764583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1736,False,"{'a': 0.3, 'e': 0.07397707729864236}",25,11,29.353654263340275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1737,False,"{'a': 0.3, 'e': 0.07386619486530986}",20,9,20.097144680732843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1738,False,"{'a': 0.3, 'e': 0.07375547863094695}",20,9,20.211170852168813,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.3, 'e': 0.07364492834644208}",25,13,9.700572837817527,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1740,False,"{'a': 0.3, 'e': 0.0735345437630571}",20,9,21.487615891639926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1741,False,"{'a': 0.3, 'e': 0.07342432463242657}",25,10,21.964917352130502,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.3, 'e': 0.07331427070655744}",25,7,27.316396450230418,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1743,False,"{'a': 0.3, 'e': 0.07320438173782833}",20,0,34.86335511731905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.3, 'e': 0.07309465747898901}",30,7,34.16114034731923,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1745,False,"{'a': 0.3, 'e': 0.07298509768315985}",25,3,-9.051222486810628,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1746,False,"{'a': 0.3, 'e': 0.07287570210383128}",25,13,22.257400028214217,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1747,False,"{'a': 0.3, 'e': 0.07276647049486318}",25,9,-25.21852981706482,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
1748,False,"{'a': 0.3, 'e': 0.07265740261048442}",20,7,8.05137928093615,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1749,False,"{'a': 0.3, 'e': 0.07254849820529216}",20,9,18.90284784942267,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1750,False,"{'a': 0.3, 'e': 0.07243975703425146}",30,16,12.750171947548544,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1751,False,"{'a': 0.3, 'e': 0.07233117885269466}",25,9,26.84970928028248,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.3, 'e': 0.07222276341632078}",35,21,-0.5497051833698998,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1753,False,"{'a': 0.3, 'e': 0.07211451048119506}",30,16,24.058000380695198,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.3, 'e': 0.07200641980374836}",25,15,19.92010127816529,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1755,False,"{'a': 0.3, 'e': 0.07189849114077662}",20,12,11.52482781518245,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1756,False,"{'a': 0.3, 'e': 0.07179072424944025}",20,12,12.007117120883317,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1757,False,"{'a': 0.3, 'e': 0.07168311888726371}",25,15,20.252888862058892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.3, 'e': 0.07157567481213492}",20,11,17.313856206452762,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1759,False,"{'a': 0.3, 'e': 0.07146839178230466}",30,22,12.874467470178143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.3, 'e': 0.07136126955638605}",20,15,10.355684539476307,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.3, 'e': 0.07125430789335406}",25,6,35.76208297402189,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.3, 'e': 0.07114750655254487}",20,10,19.032534715418056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1763,False,"{'a': 0.3, 'e': 0.07104086529365548}",25,20,10.37462334779799,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1764,False,"{'a': 0.3, 'e': 0.07093438387674295}",25,9,27.896877411147894,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1765,False,"{'a': 0.3, 'e': 0.07082806206222406}",20,14,14.378942579966797,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1766,False,"{'a': 0.3, 'e': 0.07072189961087469}",20,13,13.137403084451249,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1767,False,"{'a': 0.3, 'e': 0.07061589628382928}",25,6,31.655019448400846,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.3, 'e': 0.0705100518425803}",20,6,-26.310036641486604,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1769,False,"{'a': 0.3, 'e': 0.07040436604897772}",20,16,8.068574377189169,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.3, 'e': 0.07029883866522844}",20,11,19.085018853037056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.3, 'e': 0.07019346945389585}",30,14,28.597086822920012,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1772,False,"{'a': 0.3, 'e': 0.07008825817789911}",20,13,9.794079858538279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1773,False,"{'a': 0.3, 'e': 0.06998320460051284}",20,12,17.058164723343683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.3, 'e': 0.06987830848536646}",20,9,18.655102721194186,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.3, 'e': 0.06977356959644364}",20,10,-23.30628541808078,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1776,False,"{'a': 0.3, 'e': 0.06966898769808184}",35,17,34.48922267867451,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1777,False,"{'a': 0.3, 'e': 0.06956456255497176}",30,13,28.43667360695647,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1778,False,"{'a': 0.3, 'e': 0.06946029393215677}",20,10,6.405276371931553,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1779,False,"{'a': 0.3, 'e': 0.06935618159503247}",30,16,18.295121641045043,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.3, 'e': 0.069252225309346}",25,14,18.31871799147377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.3, 'e': 0.06914842484119567}",25,13,26.61361869783355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1782,False,"{'a': 0.3, 'e': 0.06904477995703041}",20,8,20.268527988553743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.3, 'e': 0.06894129042364917}",20,9,21.23968969804753,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1784,False,"{'a': 0.3, 'e': 0.06883795600820049}",20,4,27.607643027612248,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.3, 'e': 0.06873477647818187}",20,16,7.073276626476691,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.3, 'e': 0.0686317516014393}",20,9,22.494742148185985,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1787,False,"{'a': 0.3, 'e': 0.06852888114616684}",25,11,21.911517907386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.3, 'e': 0.06842616488090583}",25,17,13.730163537921696,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.3, 'e': 0.06832360257454467}",30,18,21.375733242340697,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1790,False,"{'a': 0.3, 'e': 0.06822119399631812}",20,13,5.979402232926853,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.3, 'e': 0.06811893891580685}",30,19,21.929239216441992,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1792,False,"{'a': 0.3, 'e': 0.06801683710293688}",25,14,21.124197222046874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1793,False,"{'a': 0.3, 'e': 0.06791488832797908}",30,18,21.595835677641272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.3, 'e': 0.06781309236154871}",25,19,11.710657921893269,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.3, 'e': 0.06771144897460472}",25,13,22.37798333368058,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.3, 'e': 0.0676099579384495}",25,18,11.771249794223158,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1797,False,"{'a': 0.3, 'e': 0.06750861902472816}",30,8,29.55656750825881,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.3, 'e': 0.0674074320054281}",20,16,8.956626070736256,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1799,False,"{'a': 0.3, 'e': 0.06730639665287849}",25,15,23.24404462358691,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.3, 'e': 0.06720551273974976}",20,9,19.94510835645584,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1801,False,"{'a': 0.3, 'e': 0.06710478003905303}",25,14,6.435289473862294,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1802,False,"{'a': 0.3, 'e': 0.06700419832413973}",20,16,9.17634616097299,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1803,False,"{'a': 0.3, 'e': 0.0669037673687009}",25,6,30.27820498547512,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1804,False,"{'a': 0.3, 'e': 0.06680348694676687}",20,14,10.481253034548729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1805,False,"{'a': 0.3, 'e': 0.06670335683270666}",30,20,10.663932647812727,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.3, 'e': 0.06660337680122747}",25,11,26.098794885569323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1807,False,"{'a': 0.3, 'e': 0.06650354662737416}",20,12,13.411454684764887,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1808,False,"{'a': 0.3, 'e': 0.06640386608652883}",20,16,6.236140776709947,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1809,False,"{'a': 0.3, 'e': 0.06630433495441021}",20,4,26.84810355167342,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1810,False,"{'a': 0.3, 'e': 0.06620495300707324}",25,17,15.554741001045471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.3, 'e': 0.06610572002090843}",35,23,23.503677463510247,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.3, 'e': 0.06600663577264156}",25,2,26.00454534264784,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1813,False,"{'a': 0.3, 'e': 0.06590770003933302}",20,7,22.134048479854126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1814,False,"{'a': 0.3, 'e': 0.06580891259837739}",25,14,22.635207417602633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.3, 'e': 0.06571027322750285}",25,20,10.980180874808408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.3, 'e': 0.0656117817047708}",25,17,18.93045093026699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.3, 'e': 0.06551343780857527}",20,10,21.001128492324092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.3, 'e': 0.06541524131764247}",30,21,16.971833760595267,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1819,False,"{'a': 0.3, 'e': 0.06531719201103021}",30,0,45.88246189912753,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.3, 'e': 0.06521928966812753}",30,22,13.722277217508617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1821,False,"{'a': 0.3, 'e': 0.0651215340686541}",20,10,7.480361202808108,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1822,False,"{'a': 0.3, 'e': 0.06502392499265983}",20,9,18.952435735688017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1823,False,"{'a': 0.3, 'e': 0.0649264622205242}",20,0,32.45604098096793,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1824,False,"{'a': 0.3, 'e': 0.06482914553295596}",30,14,29.173714004917368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.3, 'e': 0.06473197471099253}",20,14,10.840892258794868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1826,False,"{'a': 0.3, 'e': 0.06463494953599953}",20,10,21.145684699100116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1827,False,"{'a': 0.3, 'e': 0.06453806978967022}",20,9,10.157826698773839,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1828,False,"{'a': 0.3, 'e': 0.06444133525402518}",25,13,-33.077623447632476,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1829,False,"{'a': 0.3, 'e': 0.06434474571141163}",30,14,27.78550401513154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.3, 'e': 0.06424830094450308}",20,8,10.703922180324348,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1831,False,"{'a': 0.3, 'e': 0.06415200073629877}",20,8,11.064709795098402,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1832,False,"{'a': 0.3, 'e': 0.06405584487012317}",20,8,11.192298739484253,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1833,False,"{'a': 0.3, 'e': 0.06395983312962555}",25,13,23.669430320521904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1834,False,"{'a': 0.3, 'e': 0.0638639652987795}",20,16,8.590065075094671,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1835,False,"{'a': 0.3, 'e': 0.06376824116188227}",25,5,34.1938169356539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1836,False,"{'a': 0.3, 'e': 0.06367266050355457}",25,17,12.134496755736476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.3, 'e': 0.06357722310873985}",20,0,19.49176788180125,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1838,False,"{'a': 0.3, 'e': 0.06348192876270395}",25,13,22.36954460804729,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1839,False,"{'a': 0.3, 'e': 0.06338677725103455}",30,13,7.103825605690364,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1840,False,"{'a': 0.3, 'e': 0.0632917683596407}",25,13,25.87070455645535,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.3, 'e': 0.06319690187475241}",35,0,1.7578172650870567,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 1}",0
1842,False,"{'a': 0.3, 'e': 0.06310217758291994}",20,3,27.875361159427566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.3, 'e': 0.06300759527101368}",20,6,26.966958512604673,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.3, 'e': 0.06291315472622334}",25,8,29.486332906626505,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1845,False,"{'a': 0.3, 'e': 0.0628188557360577}",25,10,-16.95240941458746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1846,False,"{'a': 0.3, 'e': 0.06272469808834395}",30,22,14.733162842298036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1847,False,"{'a': 0.3, 'e': 0.06263068157122736}",20,15,9.46091074867575,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1848,False,"{'a': 0.3, 'e': 0.06253680597317074}",20,11,14.323327511971932,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1849,False,"{'a': 0.3, 'e': 0.06244307108295395}",20,8,20.706995163930355,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.3, 'e': 0.06234947668967343}",30,16,29.710712044395514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1851,False,"{'a': 0.3, 'e': 0.06225602258274176}",20,12,13.271014892548472,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.3, 'e': 0.062162708551887165}",20,1,28.583730844569804,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1853,False,"{'a': 0.3, 'e': 0.062069534387153034}",25,8,31.81204930041359,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.3, 'e': 0.061976499878897466}",20,7,12.063190452703193,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1855,False,"{'a': 0.3, 'e': 0.061883604817792766}",25,13,14.933900978457388,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1856,False,"{'a': 0.3, 'e': 0.061790848994825016}",25,15,18.542505509604517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.3, 'e': 0.0616982322012936}",25,13,11.539762511803934,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1858,False,"{'a': 0.3, 'e': 0.061605754228810636}",25,15,20.25412530461898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.3, 'e': 0.061513414869300675}",25,20,11.053604859843647,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.3, 'e': 0.06142121391500013}",20,16,7.4928486645061065,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
