trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
818,False,"{'a': 0.3, 'e': 0.2931707720468052}",25,13,6.482536864124425,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
819,False,"{'a': 0.3, 'e': 0.2927313455410068}",25,15,14.003580505066699,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,False,"{'a': 0.3, 'e': 0.2922925776808594}",25,5,-58.58550427766294,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",1
821,False,"{'a': 0.3, 'e': 0.29185446747913507}",25,6,-24.436642075947127,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
822,False,"{'a': 0.3, 'e': 0.2914170139500857}",20,0,8.495593049539952,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
823,False,"{'a': 0.3, 'e': 0.29098021610944064}",25,5,10.469071702436754,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
824,False,"{'a': 0.3, 'e': 0.2905440729744046}",25,18,11.710518508612125,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.3, 'e': 0.29010858356365526}",30,21,18.596246655964787,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,False,"{'a': 0.3, 'e': 0.2896737468973414}",20,16,8.185215400881315,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,False,"{'a': 0.3, 'e': 0.2892395619970803}",30,13,12.209625496420394,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.3, 'e': 0.28880602788595566}",20,9,0.13078118082266044,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
829,False,"{'a': 0.3, 'e': 0.28837314358851557}",30,7,-13.500769055926128,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
830,False,"{'a': 0.3, 'e': 0.2879409081307702}",25,13,-31.20919988815792,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
831,False,"{'a': 0.3, 'e': 0.28750932054018974}",20,10,-23.8228798038416,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
832,False,"{'a': 0.3, 'e': 0.28707837984570167}",25,0,-6.791186857526023,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
833,False,"{'a': 0.3, 'e': 0.2866480850776894}",20,12,16.091289263815657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.3, 'e': 0.28621843526798946}",20,3,-35.13956627561316,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
835,False,"{'a': 0.3, 'e': 0.28578942944988966}",25,13,19.578301795588946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.3, 'e': 0.28536106665812666}",20,7,10.808142371882298,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.3, 'e': 0.28493334592888403}",20,0,-39.7685386421291,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
838,False,"{'a': 0.3, 'e': 0.2845062662997899}",20,12,-1.1292832905345245,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
839,False,"{'a': 0.3, 'e': 0.2840798268099151}",20,3,-37.90876325044002,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
840,False,"{'a': 0.3, 'e': 0.2836540264997704}",20,15,9.911107461155403,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.3, 'e': 0.28322886441130496}",20,16,5.953911147047326,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.3, 'e': 0.2828043395879039}",35,22,6.703471688773435,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
843,False,"{'a': 0.3, 'e': 0.28238045107438636}",30,18,-20.47374067737141,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
844,False,"{'a': 0.3, 'e': 0.28195719791700274}",20,2,-66.1386977085889,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
845,False,"{'a': 0.3, 'e': 0.28153457916343344}",20,16,7.617416899357747,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.3, 'e': 0.281112593862786}",20,15,6.723294277675949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.3, 'e': 0.2806912410655934}",30,9,-5.960165558754559,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
848,False,"{'a': 0.3, 'e': 0.28027051982381157}",20,0,30.60915658699407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
849,False,"{'a': 0.3, 'e': 0.27985042919081754}",30,21,18.555095525952023,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.3, 'e': 0.2794309682214073}",20,11,13.822177676173448,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.3, 'e': 0.2790121359717935}",25,15,-44.49432133197292,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
852,False,"{'a': 0.3, 'e': 0.27859393149960326}",20,10,15.290500403178505,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.3, 'e': 0.27817635386387646}",20,11,-6.523927553606088,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.3, 'e': 0.2777594021250632}",20,0,-14.12582916983831,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
855,False,"{'a': 0.3, 'e': 0.2773430753450219}",30,12,16.422101152143068,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
856,False,"{'a': 0.3, 'e': 0.2769273725870171}",20,13,-2.9987184596692797,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.3, 'e': 0.2765122929157175}",20,11,9.678036434616423,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.3, 'e': 0.2760978353971936}",20,2,-5.791376728860265,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
859,False,"{'a': 0.3, 'e': 0.27568399909891583}",25,13,-0.5384470570726625,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
860,False,"{'a': 0.3, 'e': 0.27527078308975234}",25,12,15.431233795527518,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.3, 'e': 0.2748581864399669}",25,20,9.828934567560122,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,False,"{'a': 0.3, 'e': 0.27444620822121696}",30,20,5.016193432076413,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
863,False,"{'a': 0.3, 'e': 0.27403484750655127}",20,1,18.828922733401846,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.3, 'e': 0.27362410337040804}",25,0,-3.806275245274687,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
865,False,"{'a': 0.3, 'e': 0.2732139748886128}",20,16,7.176877015295086,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.3, 'e': 0.2728044611383765}",20,10,6.177025586674736,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
867,False,"{'a': 0.3, 'e': 0.27239556119829267}",20,0,25.625569530200597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
868,False,"{'a': 0.3, 'e': 0.2719872741483365}",25,8,-21.305137548763035,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
869,False,"{'a': 0.3, 'e': 0.27157959906986195}",35,13,-68.54755465647293,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
870,False,"{'a': 0.3, 'e': 0.2711725350455999}",30,3,-55.45159057742198,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 2}",1
871,False,"{'a': 0.3, 'e': 0.270766081159656}",20,0,-4.230912761481311,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
872,False,"{'a': 0.3, 'e': 0.270360236497509}",20,11,-5.953576619576353,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
873,False,"{'a': 0.3, 'e': 0.26995500014600815}",30,16,-4.197272253455496,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.3, 'e': 0.2695503711933716}",25,11,-16.656302430143057,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
875,False,"{'a': 0.3, 'e': 0.26914634872918386}",25,13,11.200248203564072,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.3, 'e': 0.26874293184439435}",35,15,-27.338673238216575,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
877,False,"{'a': 0.3, 'e': 0.2683401196313148}",25,0,-97.85797479969408,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
878,False,"{'a': 0.3, 'e': 0.26793791118361776}",30,22,13.328317751554781,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.3, 'e': 0.26753630559633385}",25,10,-26.448014353843835,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
880,False,"{'a': 0.3, 'e': 0.26713530196585034}",20,0,-25.72419480547882,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
881,False,"{'a': 0.3, 'e': 0.266734899389909}",25,16,-33.62961875621361,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 0}",1
882,False,"{'a': 0.3, 'e': 0.2663350969676039}",20,14,11.952091861333205,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.3, 'e': 0.2659358937993792}",25,8,12.771790552064259,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
884,False,"{'a': 0.3, 'e': 0.2655372889870278}",20,10,11.460938854122382,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.3, 'e': 0.2651392816336886}",25,17,13.328413453872917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.3, 'e': 0.26474187084384504}",20,2,20.687033885098842,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.3, 'e': 0.26434505572332245}",25,19,10.493609031113975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.3, 'e': 0.2639488353792868}",25,18,15.119100753313791,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.3, 'e': 0.2635532089202421}",30,11,-44.075136494315146,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
890,False,"{'a': 0.3, 'e': 0.2631581754560287}",20,0,19.7889244872674,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
891,False,"{'a': 0.3, 'e': 0.26276373409782106}",25,0,-12.85087190963675,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
892,False,"{'a': 0.3, 'e': 0.262369883958126}",20,0,0.06361525890070951,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
893,False,"{'a': 0.3, 'e': 0.2619766241507805}",25,15,5.6334629315888884,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.3, 'e': 0.26158395379094995}",30,20,19.879361614357926,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.3, 'e': 0.26119187199512567}",30,17,-18.1272192595226,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
896,False,"{'a': 0.3, 'e': 0.26080037788112365}",25,7,22.847005829253177,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
897,False,"{'a': 0.3, 'e': 0.2604094705680819}",20,12,16.637517679853268,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.3, 'e': 0.26001914917645874}",30,7,-3.5560329060531313,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
899,False,"{'a': 0.3, 'e': 0.2596294128280309}",25,6,22.51568363645689,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.3, 'e': 0.2592402606458915}",20,0,-13.538845077538184,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
901,False,"{'a': 0.3, 'e': 0.25885169175444794}",25,11,14.14106295420968,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
902,False,"{'a': 0.3, 'e': 0.25846370527942}",30,8,38.16316331876296,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.3, 'e': 0.25807630034783796}",20,8,21.15088469549367,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.3, 'e': 0.25768947608804055}",20,0,18.02548012406302,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
905,False,"{'a': 0.3, 'e': 0.25730323162967317}",30,17,23.212718451249028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.3, 'e': 0.25691756610368544}",20,0,-69.45171307331422,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
907,False,"{'a': 0.3, 'e': 0.25653247864232975}",30,18,23.39716709157438,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.3, 'e': 0.2561479683791593}",20,3,18.486100745185063,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
909,False,"{'a': 0.3, 'e': 0.25576403444902585}",20,6,24.225749827259122,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.3, 'e': 0.2553806759880777}",20,10,18.85017487976833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.3, 'e': 0.2549978921337583}",25,1,14.442300591964543,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
912,False,"{'a': 0.3, 'e': 0.2546156820248037}",30,10,1.7444303095124853,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
913,False,"{'a': 0.3, 'e': 0.25423404480124123}",35,3,13.361314624304178,"{0: 27, 1: 4, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.3, 'e': 0.2538529796043867}",25,14,7.393030399244203,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.3, 'e': 0.2534724855768434}",20,16,9.814836532998136,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.3, 'e': 0.25309256186249957}",35,11,7.108174670825708,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
917,False,"{'a': 0.3, 'e': 0.25271320760652677}",30,10,12.93561466475549,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
918,False,"{'a': 0.3, 'e': 0.25233442195537764}",30,21,-17.24524449042423,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
919,False,"{'a': 0.3, 'e': 0.2519562040567843}",25,11,21.53336974007239,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.3, 'e': 0.25157855305975646}",20,12,12.503027062589217,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.3, 'e': 0.2512014681145792}",20,4,3.154920464603024,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
922,False,"{'a': 0.3, 'e': 0.2508249483728111}",20,8,22.72248989741514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.3, 'e': 0.2504489929872826}",20,12,-19.14697355502057,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
924,False,"{'a': 0.3, 'e': 0.2500736011120941}",20,16,9.192885272093427,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.3, 'e': 0.24969877190261355}",20,0,-25.177923040603286,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
926,False,"{'a': 0.3, 'e': 0.2493245045154751}",20,10,19.501290226767804,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.3, 'e': 0.24895079810857698}",25,20,6.853525859957913,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.3, 'e': 0.24857765184107966}",30,12,-3.9737418798473474,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
929,False,"{'a': 0.3, 'e': 0.24820506487340388}",20,15,8.068108834063242,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.3, 'e': 0.24783303636722875}",20,12,0.6069341733950304,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
931,False,"{'a': 0.3, 'e': 0.24746156548548998}",35,22,19.776886909472857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.3, 'e': 0.24709065139237796}",20,2,-7.541701606077166,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
933,False,"{'a': 0.3, 'e': 0.24672029325333586}",25,12,8.600920708558284,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
934,False,"{'a': 0.3, 'e': 0.24635049023505762}",30,19,19.942185642793984,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.3, 'e': 0.24598124150548634}",25,4,15.968326316955133,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
936,False,"{'a': 0.3, 'e': 0.2456125462338122}",30,22,8.004641467244387,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.3, 'e': 0.24524440359047078}",30,0,25.973860666034305,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",1
938,False,"{'a': 0.3, 'e': 0.24487681274714082}",20,14,11.322592062195564,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.3, 'e': 0.2445097728767429}",20,3,-18.839388913572314,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
940,False,"{'a': 0.3, 'e': 0.2441432831534371}",30,5,-61.056630312365805,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",1
941,False,"{'a': 0.3, 'e': 0.24377734275262136}",25,6,2.2500985909511697,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
942,False,"{'a': 0.3, 'e': 0.24341195085092968}",35,23,8.598654428892,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.3, 'e': 0.24304710662623008}",20,16,7.778901785245422,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.3, 'e': 0.24268280925762298}",35,18,19.93200722637868,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
945,False,"{'a': 0.3, 'e': 0.24231905792543904}",20,14,12.037776491134975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.3, 'e': 0.24195585181123766}",20,12,2.1820300099704175,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.3, 'e': 0.24159319009780494}",25,8,-13.78767336180582,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
948,False,"{'a': 0.3, 'e': 0.24123107196915192}",20,9,-34.83088374285273,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
949,False,"{'a': 0.3, 'e': 0.24086949661051252}",30,13,-21.656092289248903,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
950,False,"{'a': 0.3, 'e': 0.24050846320834213}",20,1,27.862850665331468,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.3, 'e': 0.24014797095031543}",25,2,38.23115143526595,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.3, 'e': 0.2397880190253247}",20,0,21.233877356410286,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
953,False,"{'a': 0.3, 'e': 0.23942860662347792}",25,17,12.512326116632332,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.3, 'e': 0.23906973293609704}",30,6,-13.192601995236549,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
955,False,"{'a': 0.3, 'e': 0.23871139715571613}",35,7,-73.36718791391505,"{0: 22, 1: 0, 2: 3, 3: 2, 4: 1}",1
956,False,"{'a': 0.3, 'e': 0.23835359847607956}",25,15,6.172301021950116,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
957,False,"{'a': 0.3, 'e': 0.23799633609214008}",20,0,20.52772258525088,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
958,False,"{'a': 0.3, 'e': 0.2376396092000572}",20,16,8.416814742217753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.3, 'e': 0.2372834169971953}",25,8,-81.25131234378173,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
960,False,"{'a': 0.3, 'e': 0.23692775868212176}",20,0,23.937270997258256,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
961,False,"{'a': 0.3, 'e': 0.2365726334546052}",30,16,-36.00319042422964,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
962,False,"{'a': 0.3, 'e': 0.23621804051561368}",30,19,10.954821057723906,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.3, 'e': 0.235863979067313}",25,8,7.589048175178766,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
964,False,"{'a': 0.3, 'e': 0.23551044831306475}",35,21,12.341184280406537,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
965,False,"{'a': 0.3, 'e': 0.23515744745742453}",20,3,-13.742065636595745,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
966,False,"{'a': 0.3, 'e': 0.2348049757061403}",25,11,0.2512521551408107,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
967,False,"{'a': 0.3, 'e': 0.23445303226615047}",35,22,9.322728568341244,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.3, 'e': 0.2341016163455822}",20,8,15.50910646967065,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.3, 'e': 0.2337507271537494}",20,16,6.037677607247969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.3, 'e': 0.23340036390115132}",30,12,-21.81938989336313,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
971,False,"{'a': 0.3, 'e': 0.23305052579947047}",35,20,27.325745298170283,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.3, 'e': 0.23270121206157107}",25,7,19.329975839276827,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
973,False,"{'a': 0.3, 'e': 0.2323524219014969}",20,12,16.08662880226813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.3, 'e': 0.23200415453447004}",30,18,-3.5565977842760064,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
975,False,"{'a': 0.3, 'e': 0.23165640917688876}",20,12,17.44727466094192,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.3, 'e': 0.23130918504632592}",20,16,7.65970154581027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.3, 'e': 0.23096248136152694}",20,11,5.904744709905817,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
978,False,"{'a': 0.3, 'e': 0.2306162973424085}",25,16,14.415011313112824,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.3, 'e': 0.23027063221005634}",30,8,18.085821876383882,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
980,False,"{'a': 0.3, 'e': 0.22992548518672384}",20,0,20.262530894250617,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
981,False,"{'a': 0.3, 'e': 0.22958085549583}",25,15,-6.669648631450917,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
982,False,"{'a': 0.3, 'e': 0.22923674236195785}",30,21,-23.98737255793768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
983,False,"{'a': 0.3, 'e': 0.22889314501085276}",20,6,-6.969629107711133,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
984,False,"{'a': 0.3, 'e': 0.2285500626694205}",20,6,3.007767935318419,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
985,False,"{'a': 0.3, 'e': 0.22820749456572564}",25,10,24.707749441391755,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.3, 'e': 0.22786543992898983}",25,12,21.575700610569083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.3, 'e': 0.22752389798959005}",20,0,29.770455099507643,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
988,False,"{'a': 0.3, 'e': 0.22718286797905665}",25,17,14.871338502032462,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.3, 'e': 0.2268423491300721}",25,7,-0.6499948921848342,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
990,False,"{'a': 0.3, 'e': 0.22650234067646874}",20,13,13.543812416016365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.3, 'e': 0.22616284185322755}",20,9,18.427740194373865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.3, 'e': 0.22582385189647586}",20,14,5.035715190227887,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.3, 'e': 0.22548537004348623}",20,10,22.24483763781486,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.3, 'e': 0.22514739553267432}",25,0,0.4607872557805144,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
995,False,"{'a': 0.3, 'e': 0.2248099276035974}",20,15,8.902852471005167,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.3, 'e': 0.22447296549695234}",30,18,-22.417557325236125,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
997,False,"{'a': 0.3, 'e': 0.2241365084545744}",20,0,9.979280022421975,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
998,False,"{'a': 0.3, 'e': 0.223800555719435}",20,15,2.900395952052647,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.3, 'e': 0.22346510653564045}",20,0,33.44476990951999,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1000,False,"{'a': 0.3, 'e': 0.22313016014842982}",20,14,-30.382474007076052,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1001,False,"{'a': 0.3, 'e': 0.22279571580417368}",20,12,-5.336909437700208,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1002,False,"{'a': 0.3, 'e': 0.22246177275037207}",25,13,-3.0406805280116203,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
